database,table,name,type,position,default_kind,default_expression,data_compressed_bytes,data_uncompressed_bytes,marks_bytes,comment,is_in_partition_key,is_in_sorting_key,is_in_primary_key,is_in_sampling_key,compression_codec
system,metric_log,ProfileEvent_MergedUncompressedBytes,UInt64,112,,,449259,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergesTimeMilliseconds,UInt64,113,,,325255,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergeTreeDataWriterRows,UInt64,114,,,152638,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergeTreeDataWriterUncompressedBytes,UInt64,115,,,173305,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergeTreeDataWriterCompressedBytes,UInt64,116,,,647095,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergeTreeDataWriterBlocks,UInt64,117,,,582500,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_MergeTreeDataWriterBlocksAlreadySorted,UInt64,118,,,570157,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_CannotRemoveEphemeralNode,UInt64,119,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RegexpCreated,UInt64,120,,,29147,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_ContextLock,UInt64,121,,,1251842,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferFlush,UInt64,122,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferErrorOnFlush,UInt64,123,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferPassedAllMinThresholds,UInt64,124,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferPassedTimeMaxThreshold,UInt64,125,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferPassedRowsMaxThreshold,UInt64,126,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_StorageBufferPassedBytesMaxThreshold,UInt64,127,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysRequested,UInt64,128,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysRequestedMiss,UInt64,129,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysRequestedFound,UInt64,130,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysExpired,UInt64,131,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysNotFound,UInt64,132,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheKeysHit,UInt64,133,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheRequestTimeNs,UInt64,134,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheRequests,UInt64,135,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheLockWriteNs,UInt64,136,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DictCacheLockReadNs,UInt64,137,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DistributedSyncInsertionTimeoutExceeded,UInt64,138,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DataAfterMergeDiffersFromReplica,UInt64,139,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DataAfterMutationDiffersFromReplica,UInt64,140,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PolygonsAddedToPool,UInt64,141,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PolygonsInPoolAllocatedBytes,UInt64,142,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RWLockAcquiredReadLocks,UInt64,143,,,1386922,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RWLockAcquiredWriteLocks,UInt64,144,,,28954,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RWLockReadersWaitMilliseconds,UInt64,145,,,33404,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RWLockWritersWaitMilliseconds,UInt64,146,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_DNSError,UInt64,147,,,29236,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_RealTimeMicroseconds,UInt64,148,,,133628,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_UserTimeMicroseconds,UInt64,149,,,128990,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_SystemTimeMicroseconds,UInt64,150,,,120398,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_SoftPageFaults,UInt64,151,,,100114,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_HardPageFaults,UInt64,152,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_VoluntaryContextSwitches,UInt64,153,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_InvoluntaryContextSwitches,UInt64,154,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSIOWaitMicroseconds,UInt64,155,,,86424,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSCPUWaitMicroseconds,UInt64,156,,,104863,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSCPUVirtualTimeMicroseconds,UInt64,157,,,130095,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSReadBytes,UInt64,158,,,71464,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSWriteBytes,UInt64,159,,,64930,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSReadChars,UInt64,160,,,77767,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_OSWriteChars,UInt64,161,,,80314,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfCpuCycles,UInt64,162,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfInstructions,UInt64,163,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfCacheReferences,UInt64,164,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfCacheMisses,UInt64,165,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfBranchInstructions,UInt64,166,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfBranchMisses,UInt64,167,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfBusCycles,UInt64,168,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfStalledCyclesFrontend,UInt64,169,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfStalledCyclesBackend,UInt64,170,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfRefCpuCycles,UInt64,171,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfCpuClock,UInt64,172,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfTaskClock,UInt64,173,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfContextSwitches,UInt64,174,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfCpuMigrations,UInt64,175,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfAlignmentFaults,UInt64,176,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfEmulationFaults,UInt64,177,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfMinEnabledTime,UInt64,178,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfMinEnabledRunningTime,UInt64,179,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfDataTLBReferences,UInt64,180,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfDataTLBMisses,UInt64,181,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfInstructionTLBReferences,UInt64,182,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfInstructionTLBMisses,UInt64,183,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfLocalMemoryReferences,UInt64,184,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_PerfLocalMemoryMisses,UInt64,185,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_CreatedHTTPConnections,UInt64,186,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_CannotWriteToWriteBufferDiscard,UInt64,187,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_QueryProfilerSignalOverruns,UInt64,188,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_CreatedLogEntryForMerge,UInt64,189,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_NotCreatedLogEntryForMerge,UInt64,190,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_CreatedLogEntryForMutation,UInt64,191,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_NotCreatedLogEntryForMutation,UInt64,192,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadMicroseconds,UInt64,193,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadBytes,UInt64,194,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadRequestsCount,UInt64,195,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadRequestsErrors,UInt64,196,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadRequestsThrottling,UInt64,197,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3ReadRequestsRedirects,UInt64,198,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteMicroseconds,UInt64,199,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteBytes,UInt64,200,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteRequestsCount,UInt64,201,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteRequestsErrors,UInt64,202,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteRequestsThrottling,UInt64,203,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,ProfileEvent_S3WriteRequestsRedirects,UInt64,204,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_Query,Int64,205,,,35650,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_Merge,Int64,206,,,48754,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_PartMutation,Int64,207,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_ReplicatedFetch,Int64,208,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_ReplicatedSend,Int64,209,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_ReplicatedChecks,Int64,210,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundPoolTask,Int64,211,,,54000,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundMovePoolTask,Int64,212,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundSchedulePoolTask,Int64,213,,,29093,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundBufferFlushSchedulePoolTask,Int64,214,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundDistributedSchedulePoolTask,Int64,215,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_BackgroundMessageBrokerSchedulePoolTask,Int64,216,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_CacheDictionaryUpdateQueueBatches,Int64,217,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_CacheDictionaryUpdateQueueKeys,Int64,218,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_DiskSpaceReservedForMerge,Int64,219,,,86020,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_DistributedSend,Int64,220,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_QueryPreempted,Int64,221,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_TCPConnection,Int64,222,,,29691,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MySQLConnection,Int64,223,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_HTTPConnection,Int64,224,,,41895,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_InterserverConnection,Int64,225,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_PostgreSQLConnection,Int64,226,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_OpenFileForRead,Int64,227,,,65352,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_OpenFileForWrite,Int64,228,,,58220,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_Read,Int64,229,,,49513,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_Write,Int64,230,,,32663,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_SendScalars,Int64,231,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_SendExternalTables,Int64,232,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_QueryThread,Int64,233,,,29925,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_ReadonlyReplica,Int64,234,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTracking,Int64,235,,,478557,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundProcessingPool,Int64,236,,,437481,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundMoveProcessingPool,Int64,237,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundSchedulePool,Int64,238,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundBufferFlushSchedulePool,Int64,239,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundDistributedSchedulePool,Int64,240,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingInBackgroundMessageBrokerSchedulePool,Int64,241,,,28828,6597816,4224,,0,0,0,0,
system,metric_log,CurrentMetric_MemoryTrackingForMerges,Int64,242,,,289377,6597816,4224,,0,0,0,0,
